date,day_of_week,month,year,quarter,revenue,sales,expenditure,profit,profit_margin,cumulative_revenue,cumulative_profit,revenue_growth_rate,profit_growth_rate,rolling_avg_revenue_7d,rolling_avg_revenue_30d
2024-10-02,Wednesday,October,2024,Q4,76600,86664,46468,30132,39.34,76096094,22866240,10.885929357266932,8.127893207019055,61521.142857142855,63369.166666666664
2024-10-03,Thursday,October,2024,Q4,78118,66056,44614,33504,42.89,76174212,22899744,1.98172323759791,11.190760653126253,63972.857142857145,63211.53333333333
2024-10-04,Friday,October,2024,Q4,66652,55670,47627,19025,28.54,76240864,22918769,-14.677795130443682,-43.215735434574974,64512.0,62969.5
2024-10-05,Saturday,October,2024,Q4,41852,44732,48575,-6723,-16.06,76282716,22912046,-37.208185800876194,-135.3377135348226,64238.28571428572,62198.36666666667
2024-10-06,Sunday,October,2024,Q4,35912,40913,48587,-12675,-35.29,76318628,22899371,-14.192870113734113,88.53190539937528,64101.857142857145,60770.2
2024-10-07,Monday,October,2024,Q4,99723,101989,48981,50742,50.88,76418351,22950113,177.68712408108712,-500.3313609467456,66848.14285714286,62784.9
2024-10-08,Tuesday,October,2024,Q4,67114,55153,47069,20045,29.87,76485465,22970158,-32.699577830590734,-60.49623585983998,66567.28571428571,63441.3
2024-10-09,Wednesday,October,2024,Q4,79838,64074,43835,36003,45.1,76565303,23006161,18.958786542301166,79.61087553005737,67029.85714285714,63588.6
2024-10-10,Thursday,October,2024,Q4,86335,89486,41529,44806,51.9,76651638,23050967,8.137728901024577,24.450740216093102,68203.71428571429,63912.433333333334
2024-10-11,Friday,October,2024,Q4,66508,64987,45587,20921,31.46,76718146,23071888,-22.96519372212892,-53.307592733116095,68183.14285714286,64111.3
2024-10-12,Saturday,October,2024,Q4,52144,54416,47391,4753,9.12,76770290,23076641,-21.597401816322847,-77.28120070742317,69653.42857142857,63560.63333333333
2024-10-13,Sunday,October,2024,Q4,35439,31440,43073,-7634,-21.54,76805729,23069007,-32.036284136238116,-260.61434883231647,69585.85714285714,62625.1
2024-10-14,Monday,October,2024,Q4,75161,70037,44962,30199,40.18,76880890,23099206,112.08555546149724,-495.5855383809274,66077.0,63897.23333333333
2024-10-15,Tuesday,October,2024,Q4,76843,66202,49737,27106,35.27,76957733,23126312,2.2378627213581526,-10.242060995397196,67466.85714285714,64825.333333333336
2024-10-16,Wednesday,October,2024,Q4,62154,55498,43568,18586,29.9,77019887,23144898,-19.115599338911803,-31.432155242381764,64940.57142857143,64241.666666666664
2024-10-17,Thursday,October,2024,Q4,78718,81914,45779,32939,41.84,77098605,23177837,26.649934034816745,77.22479285483696,63852.42857142857,64266.63333333333
2024-10-18,Friday,October,2024,Q4,67174,73999,49913,17261,25.7,77165779,23195098,-14.665006732894636,-47.59707337806248,63947.57142857143,64290.666666666664
2024-10-19,Saturday,October,2024,Q4,44047,46847,44116,-69,-0.16,77209826,23195029,-34.428499121683984,-100.39974509008749,62790.857142857145,63005.76666666667
2024-10-20,Sunday,October,2024,Q4,48338,42736,43607,4731,9.79,77258164,23199760,9.741866642450114,-6956.521739130434,64633.57142857143,61855.5
2024-10-21,Monday,October,2024,Q4,64444,78241,42235,22209,34.46,77322608,23221969,33.31954156150441,369.43563728598605,63102.57142857143,62831.13333333333
2024-10-22,Tuesday,October,2024,Q4,75075,80879,44294,30781,41.0,77397683,23252750,16.49649307926262,38.59696519429061,62850.0,64132.0
2024-10-23,Wednesday,October,2024,Q4,65860,52798,44012,21848,33.17,77463543,23274598,-12.274392274392277,-29.021149410350546,63379.42857142857,64299.933333333334
2024-10-24,Thursday,October,2024,Q4,81376,89680,46147,35229,43.29,77544919,23309827,23.55906468266018,61.24588062980594,63759.142857142855,64785.2
2024-10-25,Friday,October,2024,Q4,75176,69198,47622,27554,36.65,77620095,23337381,-7.618953991348798,-21.78602855601919,64902.28571428572,65154.96666666667
2024-10-26,Saturday,October,2024,Q4,44675,42213,46946,-2271,-5.08,77664770,23335110,-40.57278918803874,-108.24199753211875,64992.0,64612.26666666667
2024-10-27,Sunday,October,2024,Q4,46600,44885,45117,1483,3.18,77711370,23336593,4.308897593732519,-165.30162923822104,64743.71428571428,64069.666666666664
2024-10-28,Monday,October,2024,Q4,66317,78484,47670,18647,28.12,77777687,23355240,42.311158798283266,1157.3836817262306,65011.28571428572,64821.3
2024-10-29,Tuesday,October,2024,Q4,76433,62564,48146,28287,37.01,77854120,23383527,15.254007268121295,51.69732396632165,65205.28571428572,66140.16666666667
2024-10-30,Wednesday,October,2024,Q4,60224,51768,46363,13861,23.02,77914344,23397388,-21.20680857744691,-50.998691978647436,64400.142857142855,65464.333333333336
2024-10-31,Thursday,October,2024,Q4,84958,90766,49771,35187,41.42,77999302,23432575,41.070005313496274,153.85614313541592,64911.857142857145,65993.6
2024-11-01,Friday,November,2024,Q4,80543,81962,47289,33254,41.29,78079845,23465829,-5.196685421031566,-5.493506124420955,65678.57142857143,66125.03333333334
2024-11-02,Saturday,November,2024,Q4,45554,41231,41174,4380,9.61,78125399,23470209,-43.44139155482165,-86.82865219221748,65804.14285714286,65039.566666666666
2024-11-03,Sunday,November,2024,Q4,53045,64555,49515,3530,6.65,78178444,23473739,16.444220046538184,-19.406392694063925,66724.85714285714,64586.0
2024-11-04,Monday,November,2024,Q4,101189,82241,42647,58542,57.85,78279633,23532281,90.76067489867094,1558.413597733711,71706.57142857143,66563.9
2024-11-05,Tuesday,November,2024,Q4,109473,93967,42325,67148,61.34,78389106,23599429,8.186660605401762,14.700556865156633,76426.57142857143,69015.93333333333
2024-11-06,Wednesday,November,2024,Q4,94080,85516,44194,49886,53.03,78483186,23649315,-14.061001342796853,-25.707392625245728,81263.14285714286,68827.83333333333
2024-11-07,Thursday,November,2024,Q4,183236,205063,45520,137716,75.16,78666422,23787031,94.76615646258504,176.06142003768593,95302.85714285714,72698.56666666667
2024-11-08,Friday,November,2024,Q4,90239,110036,49869,40370,44.74,78756661,23827401,-50.75258137047305,-70.68604955125039,96688.0,73045.26666666666
2024-11-09,Saturday,November,2024,Q4,66399,79499,81801,-15402,-23.2,78823060,23811999,-26.418732477088625,-138.15209313846916,99665.85714285714,72380.73333333334
2024-11-10,Sunday,November,2024,Q4,53245,44372,42808,10437,19.6,78876305,23822436,-19.81053931535114,-167.76392676275808,99694.42857142857,71938.63333333333
2024-11-11,Monday,November,2024,Q4,93950,78456,42511,51439,54.75,78970255,23873875,76.44849281622687,392.85235220848904,98660.28571428571,73332.16666666667
2024-11-12,Tuesday,November,2024,Q4,81267,83993,44719,36548,44.97,79051522,23910423,-13.49973390101118,-28.94885203833667,94630.85714285714,74859.76666666666
2024-11-13,Wednesday,November,2024,Q4,82268,88899,45113,37155,45.16,79133790,23947578,1.2317422816149337,1.6608295939586348,92943.42857142857,75096.66666666667
2024-11-14,Thursday,November,2024,Q4,88735,85174,49059,39676,44.71,79222525,23987254,7.860893664608359,6.785089489974427,79443.28571428571,75493.06666666667
2024-11-15,Friday,November,2024,Q4,76917,75469,49338,27579,35.86,79299442,24014833,-13.318307319546962,-30.489464663776587,77540.14285714286,75985.16666666667
2024-11-16,Saturday,November,2024,Q4,56081,58387,44954,11127,19.84,79355523,24025960,-27.088940026262076,-59.654084629609486,76066.14285714286,75230.6
2024-11-17,Sunday,November,2024,Q4,61397,58606,49162,12235,19.93,79416920,24038195,9.479146234910218,9.957760402624238,77230.71428571429,75038.03333333334
2024-11-18,Monday,November,2024,Q4,107183,98420,42092,65091,60.73,79524103,24103286,74.57367623825269,432.00653861871683,79121.14285714286,77142.56666666667
2024-11-19,Tuesday,November,2024,Q4,94250,101581,47303,46947,49.81,79618353,24150233,-12.06627916740528,-27.874821403880723,80975.85714285714,78672.96666666666
2024-11-20,Wednesday,November,2024,Q4,103201,98374,45546,57655,55.87,79721554,24207888,9.497082228116716,22.808699171406044,83966.28571428571,79964.86666666667
2024-11-21,Thursday,November,2024,Q4,81149,79471,48111,33038,40.71,79802703,24240926,-21.368009999903105,-42.69707744341341,82882.57142857143,80167.33333333333
2024-11-22,Friday,November,2024,Q4,84725,92707,47561,37164,43.86,79887428,24278090,4.406708647056656,12.48864943398511,83998.0,80796.16666666667
2024-11-23,Saturday,November,2024,Q4,56602,51816,46508,10094,17.83,79944030,24288184,-33.19327235172618,-72.8393068560973,84072.42857142857,79970.36666666667
2024-11-24,Sunday,November,2024,Q4,48232,41254,49594,-1362,-2.82,79992262,24286822,-14.787463340518004,-113.49316425599365,82191.71428571429,79072.23333333334
2024-11-25,Monday,November,2024,Q4,78828,64069,43906,34922,44.3,80071090,24321744,63.43506385801958,-2664.0234948604993,78141.0,80210.66666666667
2024-11-26,Tuesday,November,2024,Q4,88073,87426,46989,41084,46.65,80159163,24362828,11.728066169381446,17.64503751216997,77258.57142857143,81593.1
2024-11-27,Wednesday,November,2024,Q4,85976,80190,44029,41947,48.79,80245139,24404775,-2.38097941480363,2.10057443286924,74797.85714285714,82248.4
2024-11-28,Thursday,November,2024,Q4,77365,82492,45419,31946,41.29,80322504,24436721,-10.015585744859035,-23.841991083986937,74257.28571428571,82279.46666666666
2024-11-29,Friday,November,2024,Q4,82368,95813,43887,38481,46.72,80404872,24475202,6.466748529696886,20.456395166844054,73920.57142857143,83017.6
2024-11-30,Saturday,November,2024,Q4,57720,64961,47879,9841,17.05,80462592,24485043,-29.92424242424242,-74.42634027182245,74080.28571428571,82109.66666666667
2024-12-01,Sunday,December,2024,Q4,57202,55079,43026,14176,24.78,80519794,24499219,-0.8974358974358942,44.05040138197338,75361.71428571429,81331.63333333333
2024-12-02,Monday,December,2024,Q4,80319,84767,46465,33854,42.15,80600113,24533073,40.41292262508305,138.81207674943568,75574.71428571429,82490.46666666666
2024-12-03,Tuesday,December,2024,Q4,82579,93140,41791,40788,49.39,80682692,24573861,2.8137800520424916,20.482070065575698,74789.85714285714,83474.93333333333
2024-12-04,Wednesday,December,2024,Q4,102745,119206,47691,55054,53.58,80785437,24628915,24.42025212221024,34.9759733254879,77185.42857142857,83526.8
2024-12-05,Thursday,December,2024,Q4,96153,89901,48903,47250,49.14,80881590,24676165,-6.415883984622129,-14.175173466051517,79869.42857142857,83082.8
2024-12-06,Friday,December,2024,Q4,109138,109211,49428,59710,54.71,80990728,24735875,13.504518839765801,26.370370370370377,83693.71428571429,83584.73333333334
2024-12-07,Saturday,December,2024,Q4,66306,63233,46580,19726,29.75,81057034,24755601,-39.24572559511811,-66.96365767878078,84920.28571428571,79687.06666666667
2024-12-08,Sunday,December,2024,Q4,46267,48889,47445,-1178,-2.55,81103301,24754423,-30.222001025548217,-105.97181384974147,83358.14285714286,78221.33333333333
2024-12-09,Monday,December,2024,Q4,101212,121681,42619,58593,57.89,81204513,24813016,118.75634901765837,-5073.938879456707,86342.85714285714,79381.76666666666
2024-12-10,Tuesday,December,2024,Q4,104782,98326,42788,61994,59.16,81309295,24875010,3.5272497332332176,5.804447630262999,89514.71428571429,81099.66666666667
2024-12-11,Wednesday,December,2024,Q4,101666,120487,45267,56399,55.47,81410961,24931409,-2.973793208757225,-9.025066941962123,89360.57142857143,81356.86666666667
2024-12-12,Thursday,December,2024,Q4,86838,78729,46151,40687,46.85,81497799,24972096,-14.585013672220803,-27.85864997606341,88029.85714285714,81542.56666666667
2024-12-13,Friday,December,2024,Q4,84380,66401,49179,35201,41.72,81582179,25007297,-2.830558050623,-13.483422223314568,84493.0,81612.96666666666
2024-12-14,Saturday,December,2024,Q4,93293,96133,48629,44664,47.87,81675472,25051961,10.5629296041716,26.882759012528055,88348.28571428571,81764.9
2024-12-15,Sunday,December,2024,Q4,58928,53515,47551,11377,19.31,81734400,25063338,-36.835561081753184,-74.52758373634248,90157.0,81165.26666666666
2024-12-16,Monday,December,2024,Q4,90794,93179,41630,49164,54.15,81825194,25112502,54.076160738528365,332.1350092291465,88668.71428571429,82322.36666666667
2024-12-17,Tuesday,December,2024,Q4,83666,96027,49983,33683,40.26,81908860,25146185,-7.8507390356190925,-31.488487511187046,85652.14285714286,83064.66666666667
2024-12-18,Wednesday,December,2024,Q4,104737,111904,47920,56817,54.25,82013597,25203002,25.184662825998604,68.68153074251107,86090.85714285714,82983.13333333333
2024-12-19,Thursday,December,2024,Q4,108199,114591,48569,59630,55.11,82121796,25262632,3.305422152629922,4.950982980445984,89142.42857142857,83448.1
2024-12-20,Friday,December,2024,Q4,97328,112072,42529,54799,56.3,82219124,25317431,-10.047227793232839,-8.10162669797082,90992.14285714286,83252.33333333333
2024-12-21,Saturday,December,2024,Q4,53578,59669,42765,10813,20.18,82272702,25328244,-44.951093210586876,-80.26788810014781,85318.57142857143,82333.3
2024-12-22,Sunday,December,2024,Q4,49512,50456,47022,2490,5.03,82322214,25330734,-7.588935757213777,-76.97216313696477,83973.42857142857,81159.53333333334
2024-12-23,Monday,December,2024,Q4,82100,79473,41741,40359,49.16,82404314,25371093,65.81838746162548,1520.843373493976,82731.42857142857,82009.46666666666
2024-12-24,Tuesday,December,2024,Q4,109674,125100,45919,63755,58.13,82513988,25434848,33.585870889159565,57.96972174731783,86446.85714285714,84057.53333333334
2024-12-25,Wednesday,December,2024,Q4,98144,88875,48658,49486,50.42,82612132,25484334,-10.51297481627368,-22.380989726295976,85505.0,84701.4
2024-12-26,Thursday,December,2024,Q4,77048,66406,42410,34638,44.96,82689180,25518972,-21.494946201499832,-30.004445701814653,81054.85714285714,84333.9
2024-12-27,Friday,December,2024,Q4,111831,127093,47832,63999,57.23,82801011,25582971,45.144585193645526,84.7652866793695,83126.71428571429,85195.73333333334
2024-12-28,Saturday,December,2024,Q4,49816,49736,45166,4650,9.33,82850827,25587621,-55.45421215941913,-92.73426147283551,82589.28571428571,84277.43333333333
2024-12-29,Sunday,December,2024,Q4,48735,40846,46839,1896,3.89,82899562,25589517,-2.1699855468122697,-59.225806451612904,82478.28571428571,83156.33333333333
2024-12-30,Monday,December,2024,Q4,79276,72914,48748,30528,38.51,82978838,25620045,62.66748743203037,1510.126582278481,82074.85714285714,83874.86666666667
2024-12-31,Tuesday,December,2024,Q4,76304,71467,47094,29210,38.28,83055142,25649255,-3.748927796558854,-4.317348008385746,77307.71428571429,84511.6
2025-01-01,Wednesday,January,2025,Q1,61049,72705,46493,14556,23.84,83116191,25663811,-19.992398825749635,-50.167750770284144,72008.42857142857,83869.26666666666
2025-01-02,Thursday,January,2025,Q1,53804,62706,51566,2238,4.16,83169995,25666049,-11.867516257432554,-84.62489694971146,68687.85714285714,82910.1
2025-01-03,Friday,January,2025,Q1,74748,87480,47154,27594,36.92,83244743,25693643,38.926473868113895,1132.975871313673,63390.28571428572,81976.86666666667
2025-01-04,Saturday,January,2025,Q1,41156,35989,48399,-7243,-17.6,83285899,25686400,-44.94033285171509,-126.24845981010364,62153.142857142855,80143.63333333333
2025-01-05,Sunday,January,2025,Q1,32316,38306,54763,-22447,-69.46,83318215,25663953,-21.479249684128675,209.91301946707165,59807.57142857143,77582.9
2025-01-06,Monday,January,2025,Q1,53155,44414,46858,6297,11.85,83371370,25670250,64.48508478772126,-128.0527464694614,56076.0,77144.53333333334
2025-01-07,Tuesday,January,2025,Q1,61199,68519,50182,11017,18.0,83432569,25681267,15.133101307496943,74.95632841035413,53918.142857142855,77642.26666666666
2025-01-08,Wednesday,January,2025,Q1,75765,66223,55387,20378,26.9,83508334,25701645,23.801042500694457,84.9686847599165,56020.42857142857,76794.03333333334
2025-01-09,Thursday,January,2025,Q1,59374,58678,49532,9842,16.58,83567708,25711487,-21.633999868012932,-51.702816763175974,56816.142857142855,75280.43333333333
2025-01-10,Friday,January,2025,Q1,71734,74216,49580,22154,30.88,83639442,25733641,20.817192710614062,125.09652509652511,56385.57142857143,74282.7
2025-01-11,Saturday,January,2025,Q1,38898,43392,51216,-12318,-31.67,83678340,25721323,-45.7746675216773,-155.60169721043604,56063.0,72684.7
2025-01-12,Sunday,January,2025,Q1,41372,46404,58854,-17482,-42.26,83719712,25703841,6.360224176050178,41.92238999837636,57356.71428571428,71251.1
2025-01-13,Monday,January,2025,Q1,63332,51942,54546,8786,13.87,83783044,25712627,53.07937735666635,-150.25740761926554,58810.57142857143,70252.4
2025-01-14,Tuesday,January,2025,Q1,71133,60630,53779,17354,24.4,83854177,25729981,12.317627739531357,97.51877987707718,60229.71428571428,70659.23333333334
2025-01-15,Wednesday,January,2025,Q1,61979,53298,52889,9090,14.67,83916156,25739071,-12.868851306707151,-47.62014521147863,58260.28571428572,69698.73333333334
2025-01-16,Thursday,January,2025,Q1,54862,61153,49641,5221,9.52,83971018,25744292,-11.482921634747257,-42.56325632563256,57615.71428571428,68738.6
2025-01-17,Friday,January,2025,Q1,66089,66091,46954,19135,28.95,84037107,25763427,20.464073493492773,266.500670369661,56809.28571428572,67450.33333333333
2025-01-18,Saturday,January,2025,Q1,34483,28677,49558,-15075,-43.72,84071590,25748352,-47.82338967150358,-178.78233603344657,56178.57142857143,64993.13333333333
2025-01-19,Sunday,January,2025,Q1,32872,34724,50099,-17227,-52.41,84104462,25731125,-4.671867296928922,14.275290215588733,54964.28571428572,62844.6
2025-01-20,Monday,January,2025,Q1,67708,52404,45964,21744,32.11,84172170,25752869,105.97468970552444,-226.22046787020372,55589.42857142857,63315.6
2025-01-21,Tuesday,January,2025,Q1,55643,47585,49630,6013,10.81,84227813,25758882,-17.819164648195198,-72.3463944076527,53376.57142857143,63519.96666666667
2025-01-22,Wednesday,January,2025,Q1,69412,63146,48444,20968,30.21,84297225,25779850,24.745250974965405,248.71112589389654,54438.42857142857,63097.03333333333
2025-01-23,Thursday,January,2025,Q1,58158,48069,54946,3212,5.52,84355383,25783062,-16.213334870051288,-84.68141930560856,54909.28571428572,61379.833333333336
2025-01-24,Friday,January,2025,Q1,52633,51989,55197,-2564,-4.87,84408016,25780498,-9.499982805460983,-179.82565379825655,52987.0,59862.8
2025-01-25,Saturday,January,2025,Q1,41355,41607,49443,-8088,-19.56,84449371,25772410,-21.427621454220734,215.4446177847114,53968.71428571428,58673.03333333333
2025-01-26,Sunday,January,2025,Q1,36425,34508,46412,-9987,-27.42,84485796,25762423,-11.921170354249789,23.479228486646875,54476.28571428572,56159.5
2025-01-27,Monday,January,2025,Q1,59788,51752,46433,13355,22.34,84545584,25775778,64.14001372683596,-233.72384099329128,53344.857142857145,56491.9
2025-01-28,Tuesday,January,2025,Q1,74487,63239,54726,19761,26.53,84620071,25795539,24.58520104368769,47.96705353800075,56036.857142857145,57350.3
2025-01-29,Wednesday,January,2025,Q1,65795,56435,50236,15559,23.65,84685866,25811098,-11.669150321532618,-21.264106067506706,55520.142857142855,56900.933333333334
2025-01-30,Thursday,January,2025,Q1,59100,72233,55024,4076,6.9,84744966,25815174,-10.175545254198648,-73.80294363390963,55654.71428571428,56327.46666666667
2025-01-31,Friday,January,2025,Q1,61200,55534,52160,9040,14.77,84806166,25824214,3.5532994923857864,121.78606476938177,56878.57142857143,56332.5
2025-02-01,Saturday,February,2025,Q1,38454,39546,45598,-7144,-18.58,84844620,25817070,-37.16666666666667,-179.02654867256638,56464.142857142855,55820.833333333336
2025-02-02,Sunday,February,2025,Q1,44064,34693,52238,-8174,-18.55,84888684,25808896,14.588859416445633,14.417693169092939,57555.42857142857,54798.03333333333
2025-02-03,Monday,February,2025,Q1,75592,65556,52229,23363,30.91,84964276,25832259,71.55047204066811,-385.82089552238807,59813.142857142855,55945.9
2025-02-04,Tuesday,February,2025,Q1,76631,80455,51496,25135,32.8,85040907,25857394,1.3744840723886043,7.58464238325558,60119.42857142857,57423.066666666666
2025-02-05,Wednesday,February,2025,Q1,62655,52294,51644,11011,17.57,85103562,25868405,-18.238049875376806,-56.19256017505471,59670.857142857145,57739.73333333333
2025-02-06,Thursday,February,2025,Q1,69446,72581,55409,14037,20.21,85173008,25882442,10.838719974463329,27.48160929979111,61148.857142857145,58014.63333333333
2025-02-07,Friday,February,2025,Q1,65712,75538,45510,20202,30.74,85238720,25902644,-5.376839558793877,43.919640948920716,61793.42857142857,57679.53333333333
2025-02-08,Saturday,February,2025,Q1,44045,51231,50389,-6344,-14.4,85282765,25896300,-32.972668614560504,-131.4028314028314,62592.142857142855,57168.566666666666
2025-02-09,Sunday,February,2025,Q1,35260,29392,48921,-13661,-38.74,85318025,25882639,-19.94551027358383,115.33732660781841,61334.42857142857,55952.76666666667
2025-02-10,Monday,February,2025,Q1,62994,78843,53052,9942,15.78,85381019,25892581,78.65570051049349,-172.77651709245296,59534.71428571428,56755.96666666667
2025-02-11,Tuesday,February,2025,Q1,75259,89353,49023,26236,34.86,85456278,25918817,19.47010826427913,163.89056527861595,59338.71428571428,57885.53333333333
2025-02-12,Wednesday,February,2025,Q1,67063,71481,50525,16538,24.66,85523341,25935355,-10.890391846822311,-36.964476292117695,59968.42857142857,58009.9
2025-02-13,Thursday,February,2025,Q1,53337,51228,54204,-867,-1.63,85576678,25934488,-20.467321772065073,-105.24247188293627,57667.142857142855,57416.7
2025-02-14,Friday,February,2025,Q1,76222,64539,52413,23809,31.24,85652900,25958297,42.90642518326866,-2846.136101499423,59168.57142857143,57891.46666666667
2025-02-15,Saturday,February,2025,Q1,32337,30946,53966,-21629,-66.89,85685237,25936668,-57.57524074414211,-190.84379856356838,57496.0,57140.63333333333
2025-02-16,Sunday,February,2025,Q1,40998,38399,50753,-9755,-23.79,85726235,25926913,26.783560627145377,-54.898515881455445,58315.71428571428,56304.26666666667
2025-02-17,Monday,February,2025,Q1,55814,49233,49361,6453,11.56,85782049,25933366,36.13834821210791,-166.15069195284468,57290.0,57015.3
2025-02-18,Tuesday,February,2025,Q1,52850,50035,47503,5347,10.12,85834899,25938713,-5.310495574587026,-17.139315047264837,54088.71428571428,57681.23333333333
2025-02-19,Wednesday,February,2025,Q1,62837,66839,46826,16011,25.48,85897736,25954724,18.89687795648061,199.43893772208713,53485.0,57518.86666666667
2025-02-20,Thursday,February,2025,Q1,76487,81162,53510,22977,30.04,85974223,25977701,21.72287028343174,43.50758853288363,56792.142857142855,58213.666666666664
2025-02-21,Friday,February,2025,Q1,56663,47732,53006,3657,6.45,86030886,25981358,-25.91812987827997,-84.08408408408408,53998.0,57788.7
2025-02-22,Saturday,February,2025,Q1,33424,27986,46183,-12759,-38.17,86064310,25968599,-41.01265375994917,-448.8925348646431,54153.28571428572,56964.23333333333
2025-02-23,Sunday,February,2025,Q1,37166,34209,47215,-10049,-27.04,86101476,25958550,11.19554810914314,-21.239909083783992,53605.857142857145,56448.666666666664
2025-02-24,Monday,February,2025,Q1,62170,72196,47361,14809,23.82,86163646,25973359,67.27654307700585,-247.36789730321425,54513.857142857145,57142.5
2025-02-25,Tuesday,February,2025,Q1,64908,75643,49762,15146,23.33,86228554,25988505,4.404053401962371,2.275643189952059,56236.42857142857,58091.933333333334
2025-02-26,Wednesday,February,2025,Q1,72269,76944,47361,24908,34.47,86300823,26013413,11.34066678991803,64.45266076851975,57583.857142857145,58507.96666666667
2025-02-27,Thursday,February,2025,Q1,54902,60397,52762,2140,3.9,86355725,26015553,-24.031050657958463,-91.40838284888389,54500.28571428572,57855.13333333333
2025-02-28,Friday,February,2025,Q1,51563,62332,50394,1169,2.27,86407288,26016722,-6.081745655895965,-45.373831775700936,53771.71428571428,57380.73333333333
2025-03-01,Saturday,March,2025,Q1,51339,47500,55321,-3982,-7.76,86458627,26012740,-0.43442002986637807,-440.6330196749359,56331.0,57122.03333333333
2025-03-02,Sunday,March,2025,Q1,50578,53806,45727,4851,9.59,86509205,26017591,-1.4823039015173678,-221.82320441988946,58247.0,56767.96666666667
2025-03-03,Monday,March,2025,Q1,86286,96722,47538,38748,44.91,86595491,26056339,70.59986555419353,698.7631416202845,61692.142857142855,58362.36666666667
2025-03-04,Tuesday,March,2025,Q1,85748,100042,49027,36721,42.82,86681239,26093060,-0.6235078691792406,-5.231237741302774,64669.28571428572,59751.833333333336
2025-03-05,Wednesday,March,2025,Q1,90209,76661,55430,34779,38.55,86771448,26127839,5.202453701544063,-5.288527000898668,67232.14285714286,60239.066666666666
2025-03-06,Thursday,March,2025,Q1,90501,91979,48745,41756,46.14,86861949,26169595,0.32369275792880625,20.060956324218647,72317.71428571429,60701.4
2025-03-07,Friday,March,2025,Q1,75939,74925,49753,26186,34.48,86937888,26195781,-16.09042994000066,-37.28805441134209,75800.0,61144.2
2025-03-08,Saturday,March,2025,Q1,51461,55317,54814,-3353,-6.52,86989349,26192428,-32.23376657580427,-112.80455205071411,75817.42857142857,60544.7
2025-03-09,Sunday,March,2025,Q1,40082,43622,45525,-5443,-13.58,87029431,26186985,-22.111890557898217,62.33223978526692,74318.0,59690.36666666667
2025-03-10,Monday,March,2025,Q1,87998,92769,51745,36253,41.2,87117429,26223238,119.54493288758047,-766.048135219548,74562.57142857143,61155.46666666667
2025-03-11,Tuesday,March,2025,Q1,85366,94569,53190,32176,37.69,87202795,26255414,-2.9909770676606273,-11.24596585110198,74508.0,62825.666666666664
2025-03-12,Wednesday,March,2025,Q1,91402,106263,53361,38041,41.62,87294197,26293455,7.070730735890174,18.2278717056191,74678.42857142857,63772.6
2025-03-13,Thursday,March,2025,Q1,84635,93288,54831,29804,35.21,87378832,26323259,-7.4035579090173105,-21.652953392392416,73840.42857142857,64085.13333333333
2025-03-14,Friday,March,2025,Q1,72563,75682,54458,18105,24.95,87451395,26341364,-14.263602528504759,-39.253120386525296,73358.14285714286,64268.46666666667
2025-03-15,Saturday,March,2025,Q1,38479,42682,45624,-7145,-18.57,87489874,26334219,-46.97159709493819,-139.46423639878486,71503.57142857143,63773.2
2025-03-16,Sunday,March,2025,Q1,48364,52063,47077,1287,2.66,87538238,26335506,25.689337040983396,-118.01259622113366,72686.71428571429,62844.6
2025-03-17,Monday,March,2025,Q1,81783,79138,49324,32459,39.69,87620021,26367965,69.09891654949962,2422.066822066822,71798.85714285714,64492.8
2025-03-18,Tuesday,March,2025,Q1,77731,90391,52699,25032,32.2,87697752,26392997,-4.9545749116564615,-22.881173172309687,70708.14285714286,65717.23333333334
2025-03-19,Wednesday,March,2025,Q1,69070,62931,46633,22437,32.48,87766822,26415434,-11.142272709729706,-10.36673058485139,67517.85714285714,66159.1
2025-03-20,Thursday,March,2025,Q1,76544,88094,53800,22744,29.71,87843366,26438178,10.820906326914725,1.368275616169723,66362.0,66948.9
2025-03-21,Friday,March,2025,Q1,66984,51623,53121,13863,20.7,87910350,26452041,-12.489548494983282,-39.047660921561736,65565.0,67087.13333333333
2025-03-22,Saturday,March,2025,Q1,48838,58483,45614,3224,6.6,87959188,26455265,-27.090051355547594,-76.74385053740171,67044.85714285714,66165.5
2025-03-23,Sunday,March,2025,Q1,50581,54435,51937,-1356,-2.68,88009769,26453909,3.5689422171260032,-142.05955334987593,67361.57142857143,65962.76666666666
2025-03-24,Monday,March,2025,Q1,90894,102166,49171,41723,45.9,88100663,26495632,79.69988730946402,-3176.9174041297933,68663.14285714286,67878.43333333333
2025-03-25,Tuesday,March,2025,Q1,66654,54430,55286,11368,17.06,88167317,26507000,-26.66842695887517,-72.75363708266424,67080.71428571429,68861.36666666667
2025-03-26,Wednesday,March,2025,Q1,93670,76684,48000,45670,48.76,88260987,26552670,40.53170102319441,301.7417311752287,70595.0,69911.36666666667
2025-03-27,Thursday,March,2025,Q1,91027,102957,46374,44653,49.05,88352014,26597323,-2.8216077719654065,-2.226844755857238,72664.0,70782.0
2025-03-28,Friday,March,2025,Q1,79568,81147,49592,29976,37.67,88431582,26627299,-12.588572621310156,-32.86901216043715,74461.71428571429,71025.3
2025-03-29,Saturday,March,2025,Q1,47056,39858,54468,-7412,-15.75,88478638,26619887,-40.86064749648099,-124.72644782492661,74207.14285714286,70763.76666666666
2025-03-30,Sunday,March,2025,Q1,54812,45689,48855,5957,10.87,88533450,26625844,16.48248894933697,-180.36967080410147,74811.57142857143,70872.06666666667
